Type,Address,Listing Price,Selling Price,Year Built,Square Feet,Lot Size(AC),Listing Date,Pending Date,Sold Date,Days on Market
Sold,"540 Tara Pl Lodi, CA 95240-3938",153900,141500,1957,2055,0.17,5/17/2011,10/3/2011,10/25/2011,92
Sold,"1316 S Church St Lodi, CA 95240-5716",134900,134000,1948,1128,0.16,5/19/2011,5/26/2011,7/15/2011,7
Sold,"504 E Locust St Lodi, CA 95240-2324",63000,50000,1917,1209,0.11,5/24/2011,8/3/2011,8/22/2011,71
Sold,"312 Chestnut St Lodi, CA 95240-4018",148900,130000,1955,1695,0.16,5/26/2011,8/2/2011,8/17/2011,58
Sold,"540 Park St Lodi, CA 95240-5217",121000,121000,1954,1219,0.16,6/12/2011,10/13/2011,11/30/2011,123
Sold,"419 Murray St Lodi, CA 95240-0635",95920,100000,1955,1080,0.13,5/27/2011,6/5/2011,7/12/2011,9
Sold,"438 Pioneer Dr Lodi, CA 95240-0624",93900,98000,1954,1063,0.11,5/27/2011,8/6/2011,9/16/2011,71
Sold,"1239 Liebig St Lodi, CA 95240-5928",109000,109000,1959,1112,0.13,4/21/2011,5/5/2011,6/30/2011,14
Sold,"628 N School St Lodi, CA 95240-1232",94900,57750,1918,1041,0.18,4/22/2011,9/11/2011,9/16/2011,141
Sold,"1205 S Pleasant Ave Lodi, CA 95240-5725",159900,150000,1948,1253,0.13,4/23/2011,9/24/2011,11/8/2011,154
Sold,"1342 Maravich Ln Lodi, CA 95242-3927",168000,160000,2004,1037,0.08,4/28/2011,5/10/2011,5/19/2011,12
Sold,"110 S Garfield Lodi, CA 95240",134950,125000,2011,1215,,6/8/2011,3/6/2012,4/17/2012,271
Sold,"500 E Oak St Lodi, CA 95240",129000,125000,2011,1164,0.21,6/7/2011,12/1/2011,1/25/2012,176
Sold,"504 E Oak St Lodi, CA 95240",129000,122000,2011,1164,,6/7/2011,12/12/2011,2/16/2012,188
Sold,"502 E Oak St Lodi, CA 95240",134950,130000,2011,1215,0.18,6/8/2011,8/30/2011,10/28/2011,83
Sold,"1417 Ayers Ave Lodi, CA 95242-2477",129900,135850,1950,1224,,6/9/2011,6/18/2011,8/12/2011,9
Sold,"311 E Pine St Lodi, CA 95240-2937",54900,50000,1907,1300,0.19,6/9/2011,8/22/2011,9/6/2011,64
Sold,"1230 S Avena Ave Lodi, CA 95240-5504",174900,174900,1959,1507,0.15,6/9/2011,6/16/2011,7/15/2011,7
Sold,"326 E Oak Lodi, CA 95240",149900,157000,1915,1710,,6/10/2011,6/10/2011,7/12/2011,0
Sold,"301 Palm Ave Lodi, CA 95240-1137",134900,134900,1947,1292,0.12,5/25/2011,6/13/2011,7/21/2011,19
Sold,"1416 GRAFFIGNA Lodi, CA 95242",149900,154570,1952,1318,0.14,7/6/2011,7/11/2011,8/5/2011,5
Sold,"310 N Crescent Ave Lodi, CA 95240-1602",150000,138500,1957,1386,0.14,7/8/2011,10/19/2011,11/29/2011,103
Sold,"901 Holly Dr Lodi, CA 95240-1620",104900,106000,1960,1008,0.11,5/27/2011,6/18/2011,7/29/2011,22
Sold,"310 Palm Ave Lodi, CA 95240-1131",49900,58900,1933,990,0.18,5/31/2011,6/11/2011,7/1/2011,11
Sold,"1430 Holly Dr Lodi, CA 95242-2423",145000,145000,1952,1783,0.19,6/3/2011,11/28/2011,12/30/2011,178
Sold,"1004 Wellswood Ct Lodi, CA 95240-5334",134070,128000,1992,1285,0.11,6/4/2011,6/29/2011,7/28/2011,25
Sold,"826 S School St Lodi, CA 95240-4753",124260,125000,1936,1248,0.22,6/7/2011,6/30/2011,8/24/2011,23
Sold,"436 Cherry St Lodi, CA 95240-5306",70000,68000,1938,856,0.14,6/7/2011,8/26/2011,8/29/2011,80
Sold,"711 N Crescent Ave Lodi, CA 95240-0901",99900,100000,1950,927,0.14,6/24/2011,7/11/2011,8/10/2011,17
Sold,"704 Tamarack Dr Lodi, CA 95240-6022",129000,129000,1952,1021,0.14,7/1/2011,7/29/2011,10/7/2011,24
Sold,"219 Rush St Lodi, CA 95240-2325",47900,51000,1910,906,0.16,7/1/2011,7/8/2011,8/9/2011,7
Sold,"907 Comanche Way Lodi, CA 95240-0663",134900,132500,1985,1136,0.14,7/1/2011,8/12/2011,9/14/2011,31
Sold,"845 S School St Lodi, CA 95240-4705",75000,65000,1935,718,0.11,7/5/2011,9/29/2011,10/12/2011,86
Sold,"111 Forrest Ave Lodi, CA 95240-1220",51700,60000,1922,668,0.05,7/6/2011,8/12/2011,9/2/2011,37
Sold,"321 Forrest Ave #1/2 Lodi, CA 95240-1111",50000,33500,1917,1527,0.08,7/6/2011,11/2/2011,11/29/2011,114
Sold,"1578 Barkley Ln Lodi, CA 95242-3918",120000,135000,2004,1037,0.08,7/5/2011,7/12/2011,9/19/2011,7
Sold,"215 S Avena Ave Lodi, CA 95240-3335",239900,240000,1960,1855,0.17,6/10/2011,8/10/2011,9/15/2011,61
Sold,"840 Daisy Ave Lodi, CA 95240-0943",139950,137500,1957,1080,0.13,6/11/2011,6/11/2011,7/8/2011,0
Sold,"412 N California St Lodi, CA 95240-1047",95000,95000,1948,896,0.12,6/11/2011,1/31/2012,2/10/2012,222
Sold,"444 Pioneer Dr Lodi, CA 95240-0624",104900,104900,1955,1523,0.11,7/11/2011,8/4/2011,9/14/2011,24
Sold,"714 W Vine St Lodi, CA 95240-5226",169950,161000,1956,1269,0.16,7/28/2011,10/20/2011,11/1/2011,84
Sold,"224 Daisy Ave Lodi, CA 95240-1106",69900,70000,1922,1008,0.13,6/14/2011,8/1/2011,8/30/2011,48
Sold,"1235 S Pleasant Ave Lodi, CA 95240-5725",155000,155000,1948,1431,0.13,6/14/2011,6/21/2011,8/2/2011,7
Sold,"1124 S Sacramento St Lodi, CA 95240-5702",59000,59000,1953,832,0.17,6/14/2011,7/11/2011,7/27/2011,27
Sold,"537 S School St Lodi, CA 95240-4004",144200,150000,2005,1560,0.13,7/12/2011,7/22/2011,8/24/2011,10
Sold,"116 S Garfield St Lodi, CA 95240-3004",69900,63000,1930,1370,0.08,6/17/2011,8/10/2011,9/1/2011,51
Sold,"337 N Pleasant Ave Lodi, CA 95240-1133",118137,108199,1959,1298,0.11,6/24/2011,11/14/2011,12/8/2011,85
Sold,"4 Spruce St Lodi, CA 95240-4717",75000,69000,,1000,0.11,6/20/2011,6/20/2011,6/29/2011,0
Sold,"347 N Stockton St Lodi, CA 95240-0605",135000,135000,1939,1834,0.17,6/20/2011,1/13/2012,1/25/2012,130
Sold,"930 Park St Lodi, CA 95240-5124",199000,199000,1958,1700,0.18,7/18/2011,1/10/2012,2/24/2012,176
Sold,"434 E Vine St Lodi, CA 95240-5329",54000,63000,1947,1065,0.1,7/19/2011,8/3/2011,8/17/2011,15
Sold,"927 Comanche Way Lodi, CA 95240-0663",132500,133500,1984,1137,0.15,7/19/2011,7/27/2011,11/1/2011,8
Sold,"345 E Locust St Lodi, CA 95240-2319",42500,45000,1915,1029,0.13,7/19/2011,7/29/2011,9/29/2011,10
Sold,"335 Eureka Ave Lodi, CA 95240-1135",149900,145000,1951,1115,0.14,7/21/2011,9/20/2011,11/1/2011,61
Sold,"8 N California St Lodi, CA 95240-1902",104900,104900,1915,1231,0.17,7/21/2011,7/28/2011,8/17/2011,7
Sold,"432 Pioneer Dr Lodi, CA 95240-0624",99900,103000,1954,1001,0.11,7/21/2011,8/30/2011,10/13/2011,40
Sold,"1016 S Church St Lodi, CA 95240-4723",129900,128150,1948,1557,0.22,7/22/2011,9/27/2011,11/1/2011,40
Sold,"329 E Vine St Lodi, CA 95240-4817",77900,82900,1915,1063,0.17,7/27/2011,8/4/2011,12/22/2011,8
Sold,"508 E Locust St Lodi, CA 95240-2324",69950,65000,1908,1152,0.13,8/18/2011,8/23/2011,9/8/2011,5
Sold,"437 W Locust St Lodi, CA 95240-2017",190000,198000,2004,1892,0.1,7/27/2011,9/19/2011,11/7/2011,54
Sold,"1320 S Lee Ave Lodi, CA 95240-5722",129900,130000,1947,1185,0.12,8/29/2011,2/9/2012,3/12/2012,97
Sold,"701 S Church St Lodi, CA 95240-4726",115950,98500,1959,892,0.1,7/13/2011,10/18/2011,11/10/2011,97
Sold,"134 S Fairmont Ave Lodi, CA 95240-3334",205000,195199,1941,1988,0.18,7/18/2011,10/13/2011,11/17/2011,9
Sold,"1245 S School St Lodi, CA 95240-5708",90900,90900,1946,1139,0.18,7/14/2011,8/29/2011,10/4/2011,46
Sold,"1107 Holly Dr Lodi, CA 95240-1623",89900,89900,1956,1138,0.12,7/15/2011,8/4/2011,9/30/2011,20
Sold,"401 N Crescent Ave Lodi, CA 95240-1601",149900,142810,1961,1265,0.12,7/14/2011,8/1/2011,8/17/2011,18
Sold,"702 W Turner Rd Lodi, CA 95240-0946",280000,272000,1946,2323,0.29,8/5/2011,12/16/2011,1/24/2012,133
Sold,"110 E Lawrence Ave Lodi, CA 95240-0602",39900,38000,1947,620,0.08,9/6/2011,9/12/2011,9/27/2011,6
Sold,"1409 W Lockeford St Lodi, CA 95242-2938",115000,117000,1954,1477,0.14,8/5/2011,8/22/2011,10/17/2011,17
Sold,"426 Forrest Ave Lodi, CA 95240-1020",115000,115000,1941,1420,0.14,8/8/2011,8/10/2011,11/2/2011,2
Sold,"1501 Park St Lodi, CA 95242-3840",169950,155000,1966,1190,0.13,8/10/2011,10/27/2011,10/28/2011,54
Sold,"15 W Daisy Ave Lodi, CA 95240-1213",114900,118000,1993,1368,0.13,8/9/2011,10/31/2011,12/5/2011,83
Sold,"612 Lincoln Ave Lodi, CA 95240-1027",75000,70000,1920,612,0.07,8/12/2011,9/25/2011,10/5/2011,28
Sold,"721 York St Lodi, CA 95240-5206",155000,165000,1956,1463,0.17,8/16/2011,9/9/2011,10/21/2011,24
Sold,"420 E Pine St Lodi, CA 95240-2923",69900,76000,1910,1211,0.19,8/17/2011,8/29/2011,9/2/2011,12
Sold,"418-1/2 Louie Ave Lodi, CA 95240-1052",139900,137000,1907,1307,0.12,7/23/2011,8/9/2011,9/28/2011,17
Sold,"325-1/2 Hilborn St Lodi, CA 95240-4139",22000,23500,1940,520,0.05,8/24/2011,8/29/2011,10/20/2011,5
Sold,"340 Eden St Lodi, CA 95240-4112",62900,62900,1926,1074,0.05,7/28/2011,9/23/2011,11/28/2011,57
Sold,"413-1/2 E Elm St Lodi, CA 95240-2309",34900,34900,1935,541,0.07,7/29/2011,1/27/2012,2/28/2012,182
Sold,"510 Cardinal St Lodi, CA 95240-5611",129900,117500,1953,1074,0.16,7/29/2011,8/29/2011,11/30/2011,31
Sold,"630 N Grant Ave Lodi, CA 95240-0908",75000,82000,1950,950,0.12,7/27/2011,9/14/2011,9/16/2011,15
Sold,"31 Tamarack Dr Lodi, CA 95240-5746",98000,107000,1992,1568,0.05,7/29/2011,2/14/2012,2/17/2012,177
Sold,"609 Ribier Ave Lodi, CA 95240-5622",139000,151500,1954,1750,0.14,7/30/2011,11/28/2011,1/10/2012,63
Sold,"412 Columbia Dr Lodi, CA 95240-0647",95000,110000,1985,1372,0.16,8/3/2011,8/25/2011,3/23/2012,22
Sold,"518 Eureka Ave Lodi, CA 95240-1016",102200,100000,1949,1460,0.14,8/5/2011,3/23/2012,4/20/2012,229
Sold,"403 S Central Ave Lodi, CA 95240-4103",104900,105000,1991,1285,0.1,8/4/2011,9/25/2011,11/9/2011,36
Sold,"607 Cardinal St Lodi, CA 95240-5612",114900,102000,1954,983,0.16,9/7/2011,9/15/2011,9/26/2011,8
Sold,"806 Kimberly Dr Lodi, CA 95240-3907",139900,140000,1960,1008,0.11,9/7/2011,10/17/2011,11/17/2011,35
Sold,"112-1/2 N Washington St Lodi, CA 95240",37000,45000,1925,933,0.05,9/6/2011,12/12/2011,12/12/2011,97
Sold,"517 N Ham Ln Lodi, CA 95242-2418",124000,124000,1959,1251,0.14,9/8/2011,10/12/2011,12/16/2011,25
Sold,"408 W Vine St Lodi, CA 95240-5212",90000,91500,1948,895,0.14,9/8/2011,11/3/2011,1/12/2012,56
Sold,"506 N Sunset Dr Lodi, CA 95240-1630",90000,84000,1956,1150,0.13,9/9/2011,10/4/2011,10/20/2011,15
Sold,"216 S Ham Ln Lodi, CA 95242-3040",119900,110000,1948,1495,0.15,9/12/2011,1/26/2012,3/16/2012,108
Sold,"345 1st St Lodi, CA 95240-1101",119950,110000,1958,1358,0.11,9/15/2011,10/15/2011,10/21/2011,30
Sold,"812 Perry Way Lodi, CA 95240-3909",120000,120000,1960,1089,0.13,9/17/2011,12/2/2011,1/13/2012,76
Sold,"721 Ribier Ave Lodi, CA 95240-5624",105300,105300,1953,1086,0.17,9/17/2011,11/21/2011,12/16/2011,40
Sold,"617 N Pleasant Ave Lodi, CA 95240-1124",46900,45000,1930,668,0.1,8/25/2011,10/6/2011,10/20/2011,42
Sold,"630 N Grant Ave Lodi, CA 95240-0908",104900,97000,1950,1300,0.12,9/17/2011,9/20/2011,10/12/2011,3
Sold,"533 W Oak St Lodi, CA 95240-3430",186900,186900,1907,1935,0.13,9/19/2011,3/17/2012,4/24/2012,180
Sold,"619 W Elm St Lodi, CA 95240-1912",149950,110000,1917,2050,0.13,9/28/2011,1/4/2012,4/3/2012,98
Sold,"712 S Crescent Ave Lodi, CA 95240-4608",159000,159000,1958,1643,0.15,8/26/2011,2/20/2012,2/23/2012,161
Sold,"328 N Pleasant Ave Lodi, CA 95240-1104",123500,117000,1945,1386,0.11,8/31/2011,1/21/2012,3/16/2012,67
Sold,"416 Olive Ct Lodi, CA 95240-1043",115000,125000,1948,1528,0.12,8/31/2011,9/30/2011,11/29/2011,30
Sold,"536 Calaveras St Lodi, CA 95240",119900,110000,1959,1296,0.12,9/1/2011,2/6/2012,2/29/2012,158
Sold,"612 Alicante Dr Lodi, CA 95240-5607",136900,145000,1953,1021,0.13,9/12/2011,9/21/2011,11/2/2011,9
Sold,"911 S Hutchins St Lodi, CA 95240-5213",179950,174400,1956,1727,0.21,11/7/2011,5/4/2012,5/14/2012,134
Sold,"930 S Central Ave Lodi, CA 95240-5302",95000,93000,1948,1508,0.16,10/4/2011,2/1/2012,2/17/2012,15
Sold,"437 E Locust St Lodi, CA 95240-2321",49950,49950,1905,884,0.09,10/4/2011,12/1/2011,12/12/2011,58
Sold,"742 S Hutchins St Lodi, CA 95240-4642",163500,135199,1954,2053,0.18,10/10/2011,2/16/2012,3/14/2012,129
Sold,"916 N Pleasant Ave Lodi, CA 95240-1130",120000,120000,1960,1002,0.12,10/7/2011,12/27/2011,1/25/2012,81
Sold,"30 N Main St Lodi, CA 95240-2207",199000,180000,,4356,0.1,10/7/2011,12/10/2011,1/6/2012,37
Sold,"1215 W Walnut St Lodi, CA 95240-3325",135000,130000,1948,1613,0.17,10/10/2011,6/15/2012,8/10/2012,204
Sold,"740 N Golden Ave Lodi, CA 95240-0622",90900,86000,1966,1166,0.14,10/10/2011,12/10/2011,1/24/2012,61
Sold,"625 N Church St #12 Lodi, CA 95240-1288",44000,42000,1985,897,,10/13/2011,12/20/2011,1/9/2012,68
Sold,"624 Nevins Dr Lodi, CA 95242-3567",199900,171650,1982,1701,0.14,11/28/2011,2/2/2012,4/20/2012,66
Sold,"26 S Ham Ln Lodi, CA 95242-3001",139900,130000,1954,1923,0.15,10/13/2011,11/22/2011,1/11/2012,40
Sold,"118 N Avena Ave Lodi, CA 95240-1806",155200,155000,1953,1580,0.14,10/19/2011,2/8/2012,3/20/2012,83
Sold,"1005 Wellswood Ct Lodi, CA 95240-5335",137500,132000,1991,1322,0.14,10/22/2011,12/13/2011,1/25/2012,52
Sold,"412 Sunset Dr. Lodi, CA 95240",108000,90000,1955,1235,0.14,10/22/2011,12/22/2011,1/30/2012,61
Sold,"901 Tara Pl Lodi, CA 95240-3916",159000,158000,1957,1691,0.19,9/21/2011,1/27/2012,2/10/2012,128
Sold,"352 1st St Lodi, CA 95240-1102",104950,105000,1959,1082,0.11,9/23/2011,10/3/2011,12/2/2011,10
Sold,"945 S Crescent Ave Lodi, CA 95240-5236",178900,195000,1957,1450,0.2,9/24/2011,10/11/2011,11/28/2011,17
Sold,"749 S Pleasant Ave Lodi, CA 95240-4733",145000,140000,1947,1000,0.16,9/26/2011,10/13/2011,12/6/2011,17
Sold,"1442 W Elm St Lodi, CA 95242-2909",144500,144500,1955,1274,0.17,9/28/2011,5/30/2012,6/25/2012,245
Sold,"709 N School St Lodi, CA 95240-1233",67000,68000,1920,1192,0.21,10/3/2011,11/11/2011,11/22/2011,39
Sold,"332 Daisy Ave Lodi, CA 95240-1108",40900,40000,1907,866,0.08,11/8/2011,11/29/2011,12/13/2011,21
Sold,"410 S Orange Ave Lodi, CA 95240-3804",138900,140000,1957,1831,0.12,11/8/2011,12/1/2011,1/27/2012,23
Sold,"400 1st St Lodi, CA 95240-1040",95000,100000,1906,1902,0.15,11/16/2011,6/11/2012,6/11/2012,198
Sold,"1325 S Hutchins St Lodi, CA 95240-6037",189000,150000,1946,1734,0.22,11/16/2011,12/7/2011,12/22/2011,21
Sold,"1301 S Central Ave Lodi, CA 95240-5908",95000,97000,1919,1116,0.21,11/18/2011,4/11/2012,5/9/2012,145
Sold,"600 S Hutchins St Lodi, CA 95240-4050",114400,114400,1954,1108,0.16,11/23/2011,3/6/2012,5/17/2012,97
Sold,"409 Sonora Ave Lodi, CA 95240-0609",114900,114900,1955,1019,0.11,11/27/2011,11/28/2011,3/2/2012,1
Sold,"1310 S Church St Lodi, CA 95240-5716",119900,115000,1951,1132,0.16,11/28/2011,1/31/2012,3/16/2012,58
Sold,"723 Grant Ave Lodi, CA 95240-0909",159000,160000,1953,1478,0.15,11/30/2011,11/30/2011,11/30/2011,0
Sold,"305 Chestnut St Lodi, CA 95240-4017",110000,120000,1912,1144,0.16,12/2/2011,4/12/2012,5/14/2012,132
Sold,"336 E Elm St Lodi, CA 95240-2308",69500,65000,1936,1015,0.11,12/2/2011,12/8/2011,12/20/2011,6
Sold,"1503 W Tokay St Lodi, CA 95242-3577",219000,219000,1978,1869,0.17,12/6/2011,7/26/2012,9/7/2012,229
Sold,"1 S Sunset Dr Lodi, CA 95240-2832",215000,215000,1954,1679,0.17,10/29/2011,12/3/2011,12/28/2011,35
Sold,"233 N Central Ave Lodi, CA 95240-2305",58000,54000,1920,1064,0.13,10/29/2011,1/6/2012,3/2/2012,67
Sold,"524 Daisy Ave Lodi, CA 95240-1012",87000,80000,1950,1207,0.13,12/6/2011,4/16/2012,4/25/2012,122
Sold,"315 E Walnut St Lodi, CA 95240-2927",59000,60000,1915,1120,0.09,1/9/2012,1/23/2012,9/24/2012,14
Sold,"342-1/2 E Oak St Lodi, CA 95240-2918",53600,50000,1957,824,0.08,11/1/2011,1/13/2012,1/31/2012,65
Sold,"1003 S Garfield St Lodi, CA 95240-5406",131900,120000,1992,1347,0.11,11/1/2011,1/16/2012,3/29/2012,72
Sold,"26 N Washington St Lodi, CA 95240-2329",94998,90000,1936,1152,0.1,11/7/2011,2/23/2012,3/23/2012,108
Sold,"216 Eureka Ave Lodi, CA 95240-1147",125000,120000,1938,987,0.14,11/7/2011,12/15/2011,1/30/2012,38
Sold,"739 S Washington St Lodi, CA 95240-4837",42700,35000,1925,410,0.03,11/8/2011,8/29/2012,10/17/2012,295
Sold,"602 S Church St Lodi, CA 95240-4725",129000,137000,1948,935,0.12,12/18/2011,1/26/2012,2/3/2012,10
Sold,"1506 Mariposa Way Lodi, CA 95242-2531",99900,121100,1955,1300,0.13,12/20/2011,1/3/2012,1/12/2012,14
Sold,"512 Eureka Ave Lodi, CA 95240-1016",97000,97000,1950,1020,0.14,12/20/2011,1/19/2012,3/29/2012,23
Sold,"1419 Mariposa Way Lodi, CA 95242-2950",149950,145000,1963,1489,0.15,12/21/2011,12/26/2011,1/27/2012,5
Sold,"118 E Oak St Lodi, CA 95240-2914",69000,69000,1900,1723,0.16,12/27/2011,12/29/2011,1/11/2012,2
Sold,"911 W Vine St Lodi, CA 95240-5135",169900,175000,1957,1486,0.15,12/28/2011,2/14/2012,4/12/2012,48
Sold,"931 W Tokay St Lodi, CA 95240-3929",130000,130000,1958,1347,0.14,12/30/2011,1/31/2012,2/29/2012,32
Sold,"407 Murray St Lodi, CA 95240-0636",72000,65000,1955,1071,0.1,1/3/2012,1/17/2012,1/27/2012,14
Sold,"235 S Hutchins St Lodi, CA 95240-3415",199950,180000,1912,2076,0.16,2/8/2012,6/4/2012,6/16/2012,117
Sold,"418 N Ham Ln Lodi, CA 95242-2415",99950,95000,1956,891,0.11,1/2/2012,1/19/2012,1/26/2012,17
Sold,"202 N Crescent Ave Lodi, CA 95240-1804",210000,200000,1947,1405,0.15,1/3/2012,1/26/2012,1/27/2012,23
Sold,"324 N Pleasant Ave Lodi, CA 95240-1104",122000,122000,2006,1222,0.09,1/5/2012,5/14/2012,9/13/2012,79
Sold,"740 Daisy Ave Lodi, CA 95240-0942",142500,142500,1957,1080,0.13,1/7/2012,1/11/2012,3/1/2012,4
Sold,"421 1st St Lodi, CA 95240-1039",94500,94000,1946,1140,0.1,1/9/2012,2/6/2012,3/23/2012,26
Sold,"15 S Hutchins St Lodi, CA 95240-1921",250000,250000,1924,2471,0.17,1/12/2012,1/12/2012,3/6/2012,0
Sold,"1206 S Avena Ave Lodi, CA 95240-5504",155000,155000,1959,1548,0.15,12/7/2011,12/17/2011,3/2/2012,10
Sold,"1325 Robinson Ln Lodi, CA 95242-3929",165000,170000,2004,1483,0.08,12/7/2011,6/26/2012,7/27/2012,202
Sold,"304 Daisy Ave Lodi, CA 95240-1108",135000,135000,1959,1382,0.11,12/12/2011,12/15/2011,1/13/2012,3
Sold,"112 W Tokay St Lodi, CA 95240-4039",90900,83000,1957,1328,0.07,12/13/2011,2/6/2012,5/18/2012,55
Sold,"609 Alicante Dr Lodi, CA 95240-5606",189900,189900,1953,1980,0.13,12/16/2011,1/20/2012,3/21/2012,35
Sold,"511 Tamarack Dr Lodi, CA 95240-6017",128888,130000,1949,1192,0.1389,1/27/2012,1/31/2013,6/13/2013,129
Sold,"536 Eureka Ave Lodi, CA 95240-1016",149950,155000,1948,1216,0.16,1/31/2012,2/21/2012,3/23/2012,21
Sold,"116 W Tokay St Lodi, CA 95240-4039",114900,120000,1939,1434,0.12,2/6/2012,2/14/2012,5/31/2012,8
Sold,"1138 Glenhurst Dr Lodi, CA 95240-5522",159900,160000,1962,1235,0.11,2/7/2012,3/22/2012,5/3/2012,14
Sold,"236 Charles Lodi, CA 95240",105000,103000,1957,1243,0.14,2/6/2012,7/3/2012,7/3/2012,148
Sold,"609 Rimby Ave Lodi, CA 95240-6013",215000,194000,1953,1950,0.18,2/8/2012,3/5/2012,4/26/2012,26
Sold,"920 S Church St Lodi, CA 95240-4721",169950,172500,1938,1468,0.13,2/8/2012,2/22/2012,4/18/2012,14
Sold,"1017 S Pleasant Ave Lodi, CA 95240-4739",198000,190000,1944,1389,0.15,2/9/2012,2/22/2012,3/21/2012,13
Sold,"401 Forrest Ave Lodi, CA 95240-1019",119000,125000,1965,1188,0.13,2/10/2012,4/2/2012,5/17/2012,52
Sold,"1125 S Hutchins St Lodi, CA 95240-5630",149000,149000,1950,1970,0.24,2/13/2012,3/14/2012,3/28/2012,30
Sold,"16 Louie Ave Lodi, CA 95240-1222",57900,60000,1952,762,0.07,2/13/2012,3/12/2012,5/24/2012,28
Sold,"920 W Tokay St Lodi, CA 95240-3930",145000,138500,1956,1427,0.14,1/9/2012,1/20/2012,2/3/2012,11
Sold,"336 E Elm Lodi, CA 95240",108000,108000,1936,1015,0.11,1/12/2012,1/23/2012,3/15/2012,11
Sold,"545 S School St Lodi, CA 95240-4004",150000,150000,2003,1613,0.16,1/13/2012,2/3/2012,5/22/2012,21
Sold,"228 S Hutchins St Lodi, CA 95240-3416",150000,150000,1914,1429,0.14,1/17/2012,7/30/2012,11/21/2012,194
Sold,"334 E Oak St Lodi, CA 95240-2918",85000,70000,1918,1160,0.11,1/20/2012,5/31/2012,6/29/2012,132
Sold,"211 N Central Ave Lodi, CA 95240-2305",55950,40000,1925,722,0.07,1/24/2012,2/11/2012,2/24/2012,18
Sold,"420 S hutchins St Lodi, CA 95240-4053",134000,135000,1954,1095,0.18,2/26/2012,3/5/2012,4/12/2012,8
Sold,"1324 Robinson Ln Lodi, CA 95242-3929",165500,165500,2004,1481,0.08,2/28/2012,11/19/2012,12/13/2012,126
Sold,"818 Kimberly Dr Lodi, CA 95240-3907",149900,139500,1959,1564,0.13,3/1/2012,4/23/2012,5/31/2012,53
Sold,"719 N School St Lodi, CA 95240-1268",44900,44900,1917,1348,0.033,3/1/2012,5/25/2012,6/27/2012,85
Sold,"651 N Crescent Ave Lodi, CA 95240-0929",129900,129395,1951,1558,0.14,3/5/2012,3/16/2012,4/30/2012,11
Sold,"421 Flora St Lodi, CA 95240-4209",65900,62605,1912,1178,0.16,3/5/2012,4/20/2012,6/8/2012,46
Sold,"1437 W Locust St Lodi, CA 95242-2940",99900,101000,1955,1163,0.12,3/7/2012,4/16/2012,5/10/2012,40
Sold,"921 S Hutchins St Lodi, CA 95240-5242",138750,138750,1956,1173,0.16,3/7/2012,6/4/2012,8/23/2012,69
Sold,"412 Sunset Dr. Lodi, CA 95240",159000,159000,1955,1235,0.14,3/9/2012,3/18/2012,6/1/2012,9
Sold,"848 S Stockton St Lodi, CA 95240-4835",54900,57000,1916,962,0.1,3/12/2012,3/20/2012,5/25/2012,8
Sold,"704 W Vine St Lodi, CA 95240-5226",145000,145000,1957,1221,0.12,3/14/2012,7/20/2012,7/20/2012,128
Sold,"215 Maple St Lodi, CA 95240-4842",45000,45500,1925,817,0.12,2/12/2012,2/17/2012,3/26/2012,5
Sold,"1427 Iris Dr Lodi, CA 95242-3595",157000,157000,1983,1682,0.14,2/15/2012,10/20/2012,11/2/2012,12
Sold,"719 S Crescent Ave Lodi, CA 95240-4630",176000,176000,1958,1545,0.19,2/17/2012,2/19/2012,3/26/2012,2
Sold,"127 S Orange Ave Lodi, CA 95240-3327",150000,175000,1939,1323,0.16,2/20/2012,6/22/2012,7/2/2012,101
Sold,"635 S Orange Lodi, CA 95240",169900,168000,1958,1624,0.18,2/22/2012,3/7/2012,3/19/2012,14
Sold,"425 Donner Dr Lodi, CA 95240-0617",88999,91000,1967,1048,0.11,2/22/2012,3/4/2012,7/30/2012,11
Sold,"414 W Oak St Lodi, CA 95240-3404",149000,140000,1918,1420,0.2,2/23/2012,3/4/2012,12/17/2012,10
Sold,"307 Olive Ct Lodi, CA 95240-1120",147900,135000,1958,1069,0.11,2/24/2012,3/13/2012,5/31/2012,10
Sold,"521 N Fairmont Ave Lodi, CA 95240-1615",104500,120000,1956,1307,0.16,3/22/2012,4/11/2012,6/11/2012,20
Sold,"719 S School St Lodi, CA 95240-4703",144950,140000,1941,1009,0.18,3/24/2012,3/27/2012,5/2/2012,3
Sold,"1016 Wellswood Ct Lodi, CA 95240-5334",145900,135500,1991,1302,0.12,3/27/2012,4/3/2012,5/14/2012,7
Sold,"717 S Pleasant Ave Lodi, CA 95240-4733",159000,146000,1950,1379,0.15,4/12/2012,8/23/2012,12/28/2012,81
Sold,"529 Cardinal St Lodi, CA 95240-5610",150000,146500,1955,1658,0.16,3/28/2012,6/27/2012,7/13/2012,91
Sold,"627 W Locust St Lodi, CA 95240-1953",275000,265000,1921,1884,0.16,3/28/2012,3/28/2012,4/25/2012,0
Sold,"721 W Elm St Lodi, CA 95240-1959",182500,175000,1947,1463,0.13,3/28/2012,3/28/2012,5/11/2012,0
Sold,"916 S Church St Lodi, CA 95240-4721",125000,132000,1938,1195,0.13,3/27/2012,5/17/2012,10/4/2012,23
Sold,"405 1st St Lodi, CA 95240-1039",160000,140000,1950,1212,0.1,3/29/2012,4/9/2012,5/25/2012,11
